titles,category
대학생의 디지털 리터러시 변화에 대한 종단연구  잠재성장모형을 적용하여,통계학
aerosol optical depth prediction based on dimension reduction methods,통계학
double data piling  a high dimensional solution for asymptotically perfect multi category classification,통계학
finding an nare whose minimal nonnegative solution represents first passage quantities in the two dimensional brownian motion,통계학
penalized empirical likelihood for longitudinal expectile regression with growing dimensional data,통계학
enhancing social media post popularity prediction with visual content,통계학
classical and bayesian inferences of stress strength reliability model based on record data,통계학
option pricing and profitability  a comprehensive examination of machine learning  black scholes  and monte carlo method,통계학
asymptotic results of error density estimator in nonlinear autoregressive models,통계학
jackknife model averaging for linear regression models with missing responses,통계학
a study on the effect of research and development expenditures on firm value and corporate performance,통계학
arimax threshold 모형을 이용한   대 이하 마약류 사범 검거 수 시계열 분석,통계학
측정오차 공변량을 고려한 포아송 소지역 모델의 준모수적 계층적 베이즈 추정,통계학
코로나   팬데믹이 의료서비스 이용에 미친 영향 분석,통계학
분포동학을 통한 중국 위안화 환율의 안정성 및 결정요인 분석,통계학
경제정책 불확실성이 한국 금융 불안에 미치는 영향 분석,통계학
머신러닝을 통한 관절염 환자의 삶의 질 영향 분석,통계학
라포형성 수사기법을 통한 수사 면담과 메타기억이 증언의 정보량과 정확도에 미치는 영향  대인존재감의 조절효과를 중심으로,통계학
가정 내 아동학대 행위자 특성에 따른 유형분류  잠재계층분석 latent class analysis 을 중심으로,통계학
텍스트 마이닝 기반 고등학교 일본어 교육에 적합한 일본 대중음악 선별 연구,통계학
estimation of the time dependent auc for cure rate model with covariate dependent censoring,통계학
concave penalized linear discriminant analysis on high dimensions,통계학
on the bayes risk of a sequential design for estimating a mean difference,통계학
variable selection and prediction performance of penalized two part regression with community based crime data application,통계학
on the second order property of elliptical multivariate regular variation,통계학
스키장 마케팅믹스  p 요인이 참여만족 및 고객충성도에 미치는 영향,통계학
불균형 데이터의 분류성능 향상을 위한 데이터 리샘플링 효과,통계학
경영 효율성 측정 및 영향요인 분석    개 지방의료원을 중심으로,통계학
디지털 대전환 시대의 합리적 가계통신비 산정 및 통신비 차이 비교분석,통계학
sequential online monitoring for autoregressive time series of counts,통계학
large sample properties of maximum likelihood estimator using moving extremes ranked set sampling,통계학
testing for conditional independence of survival time from covariate,통계학
investigation of the relationship between anticonvulsants for seizures and genes using artificial intelligence modeling and topic analysis,통계학
tilted beta regression and beta binomial regression models  mean and variance modeling,통계학
classification of algae in watersheds using elastic shape,통계학
a study on the bayesian nonparametric model for predicting group health claims,통계학
kyobo book center customer segmentation using k means cluster analysis,통계학
generalized additive model using deep neural networks with self attention module,통계학
synthesis and characterization of     disubstituted  h dibenzo b d siloles,통계학
analysis of russia ukraine war dynamics via local identification,통계학
time fractional reaction diffusion system with caputo fabrizio derivative using mellin transform,통계학
날씨 변수를 고려한 전력 수요량 예측구간 시계열 분석 연구,통계학
지역화폐와 주민들의 퇴근길 경유 통행,통계학
applications of response dimension reduction in large p small n problems,통계학
dr lstm  dimension reduction based deep learning approach to predict stock price,통계학
a copula based unsupervised domain adaptation for image classification,통계학
cnn 기반 위성 이미지를 활용한 북한의 도시 인구추정,통계학
심전도 이상 탐지를 위한 variational autoencoder 비교 연구,통계학
distributed lag non linear model을 이용한 baltic dry index 예측 및 요인 별 시차 영향도 도출에 관한 연구,통계학
행사성 사업의 효과 분석 방안,통계학
전국 먹는 수돗물의 만족도에 대한 결정 요인 분석과 정책적 시사점,통계학
텍스트 마이닝을 통한 교통심리학 연구 동향분석,통계학
ott 서비스 확산 이후 유료방송 vod 이용의 결정 요인 분석,통계학
a novel doubling tripling threshold accepting hybrid algorithm for constructing asymmetric space filling designs,통계학
asymptotic bias of the      regularized error variance estimator,통계학
robust and efficient derivative estimation under correlated errors,통계학
nonparametric longitudinal regression model to analyze shape data using the procrustes rotation,통계학
sparse functional linear models via calibrated concave convex procedure,통계학
노인의 우울 관련 요인,통계학
determinants of managerial pay  the relative contribution of compensation predictors,통계학
lstm auto encoder 이용한 접근 이상 항적 탐지 모형,통계학
대용량 자료의 이항 분류에서의 충분 차원 축소를 위한 전향적 접근 방법,통계학
예측과정을 이용한 연령별 시차 분포 모형,통계학
머신러닝과 통계 모형을 이용한 미술품 가격 예측,통계학
한국 주택가격의 동태적 변화 연구,통계학
임금근로자의 고용보험 사각지대와 미가입 특성 분석,통계학
글로벌 손해보험산업의 성장성과 수익성 및 안정성에 관한 연구,통계학
스포츠 전공 학생 교수 간의 교환관계 lmx 가 학습성과에 미치는 영향,통계학
역할 과부하와 과업 수행의 관계,통계학
자기통제고갈이 스마트폰 중독자의 스마트폰 사용욕구 증가에 미치는 영향,통계학
재개발 재건축 조합원의 조직몰입이 조직성과에 미치는 영향,통계학
골관절염 여성노인의 건강관련 삶의 질 영향요인,통계학
an importance sampling for a function of a multivariate random variable,통계학
regional flood frequency analysis of extreme rainfall in thailand  based on l moments,통계학
forecasting realized volatility using data normalization and recurrent neural network,통계학
forecasting with a combined model of ets and arima,통계학
regression discontinuity for survival data,통계학
comparative study between fisher rao framework and dynamic time warping,통계학
feature extraction from electrocardiogram data based on mathematical modeling,통계학
estimation of length biased exponential distribution based on progressive hybrid censoring,통계학
comparison of the performance of various kernels for the survival prediction model,통계학
optimal stock investment strategy using prediction models,통계학
adaptive least squares approximation for noisy mr image interpolation,통계학
스크린 골프 이용자의 수준별 경기력 비교 분석 및 스코어 예측,통계학
자율주행 자동화 수준과 도로형태에 따른 이차과제 수행과 상황인식 차이,통계학
문자중계와 몬테카를로 시뮬레이션 기반 배구 경기 승패 예측에 관한 연구,통계학
대학 재학생들의 중도탈락 패턴 분석 및 이탈 예측  h 대학교를 중심으로,통계학
히스토그램 자료를 위한 성긴 k 평균 군집분석에 관한 연구,통계학
자율주행 차량 사고 원인 분석을 통한 안전성 제고 방안,통계학
머신러닝 분류 모형을 이용한 netflix 콘텐츠 시청 시간 예측,통계학
의사결정나무 분석에 대한 국내 연구 동향 탐색,통계학
빅데이터를 활용한 소셜미디어 기후변화 회의론 네트워크와 인플루언서 메시지 구조 분석  사회연결망 분석과 의미연결망 분석의 적용,통계학
동태적 관점에서 본 환경정책과 생산성의 관계  제조업을 중심으로,통계학
주식시장 수익률과 개인 투자자의 매매 성향,통계학
주식시장 수익률과 개인 투자자의 매매 성향,통계학
축제 방문 동기에 따른 축제방문객 시장세분화 연구  설악문화제 중심으로,통계학
시니어 창업의 내 외적 동기가 창업의지와 창업행동에 미치는 영향,통계학
신규간호사의 임상수행능력에 영향을 미치는 요인,통계학
국내 간호대학생의 임상수행능력 관련 변인에 대한 체계적 문헌고찰 및 메타분석,통계학
온라인 수업을 경험한 간호대학생의 학습몰입과 문제해결능력이 학업성취도에 미치는 영향,통계학
자원 희소성 resource scarcity 이 자기 효능감에 미치는 영향  지각된 통제감의 매개효과,통계학
댓글분석을 활용한 사이코패스 인식  웹크롤링과 lda를 중심으로,통계학
two sample test of stochastic block models via the maximum sampling entry wise deviation,통계학
nonparametric tests for combined location scale and lehmann alternatives using adaptive approach and max type metric,통계학
construction of trend free optimal block designs under some correlation structures,통계학
linear hypothesis testing in ultra high dimensional generalized linear mixed models,통계학
multiple values inflated bivariate inar time series of counts  featuring zero one inflated poisson lindly case,통계학
the alignment between contextual and model generalization  an application with pisa     ,통계학
segmentation of binary sequence via minimizing least square error with total variation regularization,통계학
a garch midas approach to modelling stock returns,통계학
an approach based on clustering for detecting differentially expressed genes in microarray data analysis,통계학
functional hierarchical clustering using shape distance,통계학
nonparametric logistic regression based on sparse triangulation over a compact domain,통계학
implementation of the sequential optimal design strategy in type ii progressive censoring with the glm based mechanism,통계학
상장지수펀드의 성과에 영향을 미치는 상장지수펀드의 횡단면 특성,통계학
노인의 성별에 따른 골관절염 유병 관련 영향요인,통계학
여론조사에서 무응답 대체를 통한 선거 결과 예측,통계학
토픽모델링에 기반한 r d 투자 포트폴리오 분석 및 예측,통계학
word vec과 엔트로피를 활용한 연구동향 분석,통계학
수출이 기업의 연구개발투자에 미치는 영향,통계학
베타의 변동성과 주식의 기대수익률,통계학
조선업 생산직 근로자의 셀프리더십이 일탈행동에 미치는 영향  자기효능감과 직무만족의 매개효과,통계학
n point modified exponential model for household projections in korea using multi point register based census data,통계학
effect of zero imputation methods for log transformation of independent variables in logistic regression,통계학
층화 조건부 양적속성 무관질문모형,통계학
감염병 발생에 대한 연령별 무질서도 및 다차원척도 분석,통계학
갯벌의 보존 가치에 대한 분석,통계학
오차수정모형을 이용한 금융발전의 영향요인 분석,통계학
결합과 균형의 양면리더십이 직무수행에 미치는 차별적 효과와 향상과 예방초점의 조절효과,통계학
마취간호 교육프로그램이 회복마취간호사의 잡크래프팅  임파워먼트  직무열의에 미치는 효과,통계학
텍스트 마이닝을 이용한 신임경찰관 교육 개선방안 연구,통계학
밈코인의 트위터 활동에 대한 연구,통계학
어린이 애니메이션 비디오 페이싱,통계학
재난피해자의 삶의 질에 영향을 미치는 심리사회적 요인,통계학
disseminating massive frequency tables by masking aggregated cell frequencies,통계학
byzantine resilient decentralized network learning,통계학
logistic regression models for elastic shape of curves based on tangent representations,통계학
variants of non symmetric correspondence analysis for nominal and ordinal variables,통계학
use of ridge calibration method in predicting election results,통계학
a self normalization test for structural breaks in a regression model for panel data sets,통계학
gradient based kernel variable selection for support vector hazards machine,통계학
 대 공적연금의 연령별 사망률 데이터 구축에 관한 연구,통계학
asymptotic of the number of false change points of the fused lasso signal approximator,통계학
implementation of an air quality monitoring system and prediction using lstm ensemble modeling for the availability of multi use facilities of health vulnerable groups  a preliminary study,통계학
analysis of dough structure changes induced by polyphenols via ftir spectroscopy,통계학
exploration and advancements in synthetic control method,통계학
novel pyrrolo     b pyridine derivatives as sgk  inhibitors,통계학
from time series to topology  advancing league of legends win prediction with vietoris rips persistents homology,통계학
genetic classification of various familial relationships using the stacking ensemble machine learning approaches,통계학
some efficient ratio type exponential estimators using the robust regression s huber m estimation function,통계학
the shifted chebyshev series based plug in for bandwidth selection in kernel density estimation,통계학
compositional data analysis by the square root transformation  application to nba usg  data,통계학
a selective review of nonlinear sufficient dimension reduction,통계학
mbrdr  r package for response dimension reduction in multivariate regression,통계학
l  penalized auc optimization with a surrogate loss,통계학
a concise overview of principal support vector machines and its generalization,통계학
감정 어휘 사전을 이용한 문학 감정분류,통계학
부산시 카페 상권 분석  매장이용 카페와 테이크아웃 카페 비교,통계학
spac ipo의 장기 영업성과,통계학
주택매매시장에서의 거품에 관한 실증연구,통계학
퇴직연금의 적정 인출방법과 자산 배분에 관한 연구,통계학
기업의 기부금 지출 결정요인,통계학
통신사 서비스에서의 교차 구매 행동에 대한 고객 충성도 모델 개발,통계학
웰에이징을 위한 경제교육의 필요성 연구,통계학
골다공증 진단 여성노인의 삶의 질 영향요인,통계학
간호학 교육에서 영화를 활용한 질병 체험 내러티브 교수법의 적용 효과,통계학
신장이식 환자의 불확실성과 회복력이 치료행동이행에 미치는 영향,통계학
웰에이징 교육전문가의 건강증진 및 만성질환관리 교육활동에 대한 인식 연구,통계학
한국형 목격자 메타기억척도의 타당화 연구,통계학
variable selection for single index models based on martingale difference divergence,통계학
a review on concomitants of order statistics and its application in parameter estimation under ranked set sampling,통계학
variable selection for semiparametric accelerated failure time models with nonignorable missing data,통계학
statistical integration of allele frequencies from several organizations,통계학
spatially integrated estimator of finite population total by integrating data from two independent surveys using spatial information,통계학
classification of repeated measurements using bias corrected euclidean distance discriminant function,통계학
return prediction by machine learning for the korean stock market,통계학
mitigating attentional bias  the impact of perceived social self efficacy in individuals with mmo games addiction tendency,통계학
벼  팥  들깨  땅콩 작물 재배 농가 조사를 위한 표본설계,통계학
함수형 시공간 기법을 활용한 지표면 온도의 변화점 분석,통계학
tobit 모형을 활용한 취업 만족도 결정요인 분석,통계학
텍스트 데이터와 재정데이터를 이용한 사회정책분야 예산 분석,통계학
딥러닝 기반 시계열 분석 모델의 불확실성 정량화 비교 연구,통계학
이산확률분포의 표본 분위수 계산 방법에 관한 연구,통계학
한국과 미국의 대표 경제 학술지에 대한 토픽분석,통계학
투자심리와 현금전환주기 간의 관계,통계학
증권회사의 고객민원과 기업가치에 관한 연구,통계학
모바일 동영상 광고 편익 비용 인식  광고에 대한 태도  모바일 동영상 이용량이 모바일 동영상 광고태도에 미치는 영향,통계학
네트워크 텍스트분석을 통한 치매대상자 인간중심돌봄 연구 경향 분석,통계학
기업 소유 스포츠 구단의 비대면 esg 활동 효과,통계학
문해력과 어휘 접속 효율 간의 관련성,통계학
 인가구의 행복에 영향을 미치는 심리사회적 요인,통계학
프레일티 모형을 이용한 부산광역시 주요 암종별 생존율 비교 분석,통계학
dynamic bivariate correlation methods comparison study in fmri,통계학
a comparison of tests for homoscedasticity using simulation and empirical data,통계학
sample size calculations for clustered count data based on zero inflated discrete weibull regression models,통계학
monitoring the asymmetry parameter of a skew normal distribution,통계학
공무원 채용시험 과목의 변화가 공공봉사동기에 미치는 영향  이중차분법을 중심으로,통계학
an empirical study on anti corruption efforts and tax avoidance  evidence from mongolia,통계학
sparse additive matrix autoregressive model,통계학
분위 회귀모형을 이용한 전문대 졸업자의 일자리 만족도 분석,통계학
an investigation on sparse partial least squares algorithms for compositional data,통계학
objective bayesian analysis using reparameterization for type ii hybrid censored rayleigh data,통계학
matrix valued heterogeneous autoregressive modeling,통계학
hierarchical bayesian approach to skew normal distribution with random effects,통계학
의미적 이미지 분할에 대한 인공신경망 모형 비교 연구,통계학
온라인 의류 쇼핑몰에서의 리뷰 유용성 예측,통계학
영과잉 의료이용 자료에 대한 기계학습 방법 비교,통계학
sequence to text 기법을 활용한 언어 모형의 소개 및 분류 성능 비교,통계학
기후변화에 따른 생태계 교란 식물 가시상추와 미국쑥부쟁이 잠재 분포 예측,통계학
har garch x 모형을 활용한 비트코인 변동성 분석,통계학
계층적 베이지안 웨이블릿 모형을 이용한 기온 예측,통계학
기업의 신용등급 예측   기계학습 모델을 활용한 해석,통계학
covid    시기 경상북도 권역별 산업 활동 변화  통행속도 데이터 기반 종단 연구,통계학
sec 프로세스를 통한 이종 산업 간 데이터 결합 문제 해결,통계학
대전광역시 공공자전거 이용량 수요 예측모형 연구,통계학
일반화된 점진적 복합 중도절단에서 하프로지스틱 분포의 추정,통계학
prediction of a software reliability model considering the finiteness of software faults,통계학
앙상블 모델을 이용한 mmorpg의 잠재적 봇 탐지 연구,통계학
비대칭도에 대한 영향함수 유도 및 역할 분석,통계학
bayesian modeling of atlantic tropical storms,통계학
correction  disseminating massive frequency tables by masking aggregated cell frequencies,통계학
기계학습 방법을 활용한 베이지안 모형의 합동 전략,통계학
시계열 예측을 위한 딥러닝 모형의 교차 검증 방법 비교 연구,통계학
충북 청주시 도농통합 이후 의료서비스 접근성의 지리정보시스템 분석과 정책 대안,통계학
변수의 가중합에 대한 신뢰도 계수 연구,통계학
온라인 강의리뷰 유용성 예측  lda와 머신러닝을 활용하여,통계학
베이지안 분위수 확률적 변경 모형에 대한 변분 베이즈 방법,통계학
estimating the parameter of an exponential distribution under multiply type ii hybrid censored sample,통계학
predicting daily stock prices in mongolia using time series models,통계학
a software reliability model for operating environments considering exponential distribution,통계학
지리 가중 주성분 분석을 이용한 주요 사망 원인 데이터 변동에 대한 연구,통계학
딥러닝 기반 추천시스템 성능 비교 연구,통계학
타원형 다변량정칙변동 추정방법의 성능비교,통계학
다변량 경시적 자료분석을 위한 다변량 선형모형의 비교연구,통계학
기하학적 변환을 이용한 고차원 시계열 자료의 변화점 탐지,통계학
슬라이딩 윈도우 접근법을 이용한 봄철 극한 일교차 분석,통계학
선형 회귀 및 객체 검출을 이용한 열처리 공정에서의 내부 제품 배치 연구,통계학
경상북도 인구소멸위험지역에 대한 고찰,통계학
hierarchical bayesian modeling with skew normal distribution,통계학
이진분류 성능 평가를 위한 벌점정확도와 이징모형,통계학
bertopic을 활용한 언론기사와 아파트 실거래가격지수의 관계분석,통계학
결합된 제  종 점진적 복합 중도절단에서 하프삼각분포의 모수 추정,통계학
ridge regression splines with knot selection via   ell    penalty,통계학
pisa      학생의 디지털 기기 활용 자율성 예측변수 선택 후 통계적 추론  모의실험 기반 실증연구,통계학
머신러닝을 활용한 실용적인 대학생 중도탈락 예측 시스템 개발,통계학
대칭적 반사 정렬을 통한 평면상의 형태 데이터 분석 연구,통계학
hierarchical bayesian modeling of atlantic storms based on the sea surface temperature field,통계학
  세 이상 고령자의 노후대책 충분성 연구,통계학
resampling based methods for the error control of variable selection in high dimensional genomic data,통계학
student school fit for children with disabilities  the mediating role of independent participation from parents  perspectives,통계학
사전 학습 모델과 앙상블 기법을 통한 음성 감정인식,통계학
공간적 관계를 고려한 천식과 미세먼지의 패턴 분석,통계학
conway maxwell poisson분포를 이용한 한국 프로야구 득점 예측,통계학
팔당댐 방류량과 행주대교 한강 수위의 종속성을 위한 최적 코퓰라,통계학
approximations based on gegenbauer orthogonal polynomials,통계학
중 고령층의 주택 다운사이징 의향 분석 및 시사점,통계학
density power divergence를 이용한 인공신경망학습   회귀문제를 중심으로,통계학
extreme learning machine 기법을 이용한 소양강댐 월 유입량 예측,통계학
영상에서 효율적인 잡음제거를 위한 dred tl gan 모델,통계학
포아송 분포를 이용한 k 축구 리그의 베이지안 접근,통계학
time varying 정지 규칙에 기반한 비정상성 일반화극단치분포에서의 재현수준 추론,통계학
exploring factors influencing    plus generation s repurchase intention of home meal replacement using elastic net regression and finite mixture modeling,통계학
estimating the parameter of an exponential distribution based on multiply progressive censored competing risks data,통계학
모수   sigma k 에 대한 영향함수 유도 및 그 응용,통계학
테러리스트 자금확보를 위한 환치기 탐지와 데이터마이닝,통계학
경험적 분포함수의 일반화를 이용한 다변량 정규성 검정,통계학
방사선 융합기술 탐색을 위한 특허 분석,통계학
심층 신경망을 사용한 누운 얼굴 감지 기법,통계학
기계학습 모델을 활용한 제 형 당뇨병 환자의 재입원 예측,통계학
enhancing the predictive performance of non stationary time series data through various transformations,통계학
점진적 중도절단에서 지수화된 역하프로지스틱분포의 적합도 검정,통계학
robust estimation of a marginal causal effect on the binary outcome using propensity score matching,통계학
bivae를 활용한 mbti 기반 ott 서비스 개인화 추천 시스템,통계학
결측치를 포함한 데이터의 k 평균 군집분석 방법 비교,통계학
국민건강보험 빅데이터를 이용한 한국의 세대 간 소득이동성 연구,통계학
딥러닝 기법을 이용한 공공기관 설문조사 주관식 문항 활용방안에 관한 연구,통계학
자율주행 차량의 스티어링 휠 디자인에 따른 사용자 경험 측정 도구 개발,통계학
실물옵션을 활용한 olhson 모형 가치평가에 관한 연구  코스닥 기업을 중심으로,통계학
기업의 규모에 따라 법인세가 기업투자와 근로자 임금에 미치는 영향 분석,통계학
탄소배출권 거래가 전남지역 산업 생산활동에 미치는 영향,통계학
코로나  와 자동차보험 대인 대물배상 손해율 변화,통계학
호텔 레스토랑 고객의 기술불안과 행동의도 간의 영향관계  셀프서비스기술 서비스품질 sstqual 과 고객만족의 다중매개효과,통계학
상사의 윤리적 리더십이 구성원의 조직몰입 및 직무성과에 미치는 영향  부산지역  성급 호텔기업을 중심으로,통계학
간호대학생의 온라인 취업적응 실습교육 프로그램 효과,통계학
관절염 환자의 노쇠와 구강건강이 주관적 기대여명에 미치는 영향,통계학
게임에서 결과 과정 초점 유형과 디바이스에 따른 동기와 수행 차이,통계학
유창성 장애의 언어치료 관련 경시적 계수자료의 유연한 분석,통계학
희소주성분분석을 이용한 텍스트데이터의 단어선택,통계학
다국어 사용자 후기에 대한 속성기반 감성분석 연구,통계학
나이브 성향점수보정 추정량의 정확성 향상을 위한 이중 사후층화 방법 연구,통계학
통계적 분포를 통한 주택 화재 심도 추정,통계학
작물생육모형 기반 비료시비량 분배 알고리즘 개발,통계학
인공지능 ai 에 대한 고등학생 인식 조사,통계학
xai shap 기반 토지 피복 구성에 따른 지표면 온도의 영향 분석,통계학
예상치 못한 외국인 순매도로 인한 비대칭적 변동성,통계학
보험회사의 신종자본증권 발행과 기업가치 관련성,통계학
기계학습을 이용한 스마트 공장 자료의 불량 분류 모형 개발,통계학
금융 시계열 예측 신경망에서의 과적합 완화를 위한 임의 증강 기법,통계학
임상에서 발생할 수 있는 문제 상황에서의 성향 점수 가중치 방법에 대한 비교 모의실험 연구,통계학
희박한 최소 절대 편차 지지벡터기계,통계학
함수형 시계열 자료를 위한 추정 및 예측모형과 응용,통계학
텍스트 마이닝을 활용한 감정 비율 단어 그래프,통계학
기술적 비효율성의 오지정이 확률변경모형의 최대가능도 추정에 미치는 영향,통계학
부산 경남지역의 지역내총생산 동조성에 관한 연구,통계학
covid    발생 전후 esg 투자성과가 유동성에 미치는 영향,통계학
아시아 국가들의 주관적 건강상태에 미치는 영향요인 분석,통계학
전통적 ipa와 vavra의 수정된 ipa 비교분석을 통한 설악문화제 활성화 방안,통계학
다문화 학령기 아동의 자아존중감 모형,통계학
커뮤니티 통계량에 기반한 사회 연결망 모니터링 절차,통계학
생존자료분석에서 성향 점수를 이용한 treatment delay effect 추정법에 대한 연구,통계학
oecd 국가별 코로나  의 기술 통계 분석,통계학
일별 시계열을 이용한 월별 시계열의 계절조정,통계학
meg 복잡계 네트워크 분석에 대한 통계적 고찰,통계학
동형암호를 활용한 앙상블학습방법의 추론,통계학
video vision transformer를 이용한 벼의 수확량 예측과 self attention 시각화,통계학
기상 및 토양환경 정보를 이용한 노지 채소의 토양수분 변화 및 예측 모델 개발,통계학
청년창업기업의 생존율 변화 분석,통계학
코로나   시대 간호대학생의 비대면 건강관리 봉사활동 효과,통계학
간호사의 일 생활 균형이 직무열의 및 직무성과에 미치는 영향과 조직지원인식의 조절된 매개효과,통계학
주성분 분석을 활용한 재현자료 생성,통계학
심리학적 한국어 분석 프로그램을 사용한 언어분석 비교,통계학
k 대학교 핵심역량에 관한 종단 연구,통계학
임계 har 모형을 이용한 실현 변동성 분석,통계학
층화 조건부 이산양적 확률화응답모형,통계학
평균온도와 자살 사망률의 연관성,통계학
sofr 기간 데이터에 대한 동적 넬슨 시겔 이자율 곡선의 베이지안 접근법,통계학
모바일 데이터 요금제 가입 선택의 결정요인 분석,통계학
고령층 소득의 비선형적 지속성 분석,통계학
상호출자제한기업집단 소속 여부와 분기 이익조정,통계학
디퍼러닝 연계 교양교육튜터링 효과성 분석,통계학
정책모기지 이용자 만족도 영향 요인 연구,통계학
대구광역시 어린이 및 노인 보행자의 교통사고 영향 요인 분석,통계학
온라인 텍스트 기반 covid    관련 감정분석,통계학
간호대학생의 코로나   위험인식  수업참여도 및 학습만족도에 관한 연구,통계학
청소년의 코로나  로 인한 주관적 건강상태가 불안에 미치는 영향,통계학
ai 스피커의 시각적 피드백 제시가 청년 및 중 장년 사용자의 지속사용의도에 미치는 영향,통계학
축약된 relative nelson siegel 모형과 딥러닝 기법을 이용한 원달러 환율의 변화율 예측,통계학
코로나   방역정책이 글로벌 주식시장에 미치는 경제적인 영향 분석,통계학
여가 동기와 제약요인이 노인 여가 만족에 미치는 영향에 관한 연구,통계학
최빈값 추정을 위한 의사결정나무,통계학
구조방정식모형에서 경로계수에 대한 검정 방법들의 제 종 오류 평가,통계학
한국 반도체 소부장기업 ceo특성과 동적역량이 기업의 재무성과에 미치는 영향에 관한 연구,통계학
웹기반 실험을 통해 살펴본 연령에 따른 긍정정서 편향과 자기연령 효과의 차이,통계학
다중오믹스 데이터를 위한 가중변수 스펙트럼 군집화 기법,통계학
한국어 영화평 댓글 자료 및 다항 역회귀 기법을 활용한 영화 평점 예측 분석,통계학
covid    환자를 간호하는 중환자실 간호사의 소진 영향요인,통계학
온라인 학습 기반 lda 모형을 이용한 이미지 주석 군집화에 대한 연구,통계학
은닉 마르코프 모델을 이용한 적응형 학습경로 생성에 관한 연구,통계학
비정규직의 일자리 이동성 분석,통계학
경영컨설턴트의 셀프리더십이 혁신행동에 미치는 영향,통계학
직무도전성이 학습민첩성을 매개로 주관적 경력성공에 미치는 영향,통계학
앙상블 비모수적 변수 선택 방법,통계학
시험불안  사회불안이 간호대학생의 섭식 태도에 미치는 영향,통계학
bk   사업단의 연구 성과물에 대한 서울과 지방대학 비교 분석,통계학
태풍에 따른 기상요소와 사과의 낙과 피해율 분석,통계학
효율적인 물류 운송 배차를 위한 최적 프로세스 연구,통계학
영구적 일시적 현금흐름 뉴스와 할인율 뉴스에 따른 모멘텀 수익률 분석,통계학
공공도서관의 수요특성에 대한 연구,통계학
민영화와 효율성,통계학
기술분석보고서 발간이 주가급락위험에 미치는 영향에 대한 연구,통계학
pin 추정을 위한 최적모형에 관한 연구,통계학
연속적 간격법의 타당성,통계학
가우시안 과정 분류에 대한 변분 베이지안 다항 프로빗 모형  쥐 단백질 발현 데이터에의 적용,통계학
유용성과 노출 위험성 지표를 이용한 재현자료 기법 비교 연구,통계학
t sne에 대한 요약,통계학
코로나   상황에서 간호대학생의 대인관계능력  전공만족도  회복탄력성이 대학생활적응에 미치는 영향,통계학
소득분위별 노동소득의 연령 효과 추정,통계학
주가지수의 시간 가변적 샤프 최적 포트폴리오와 포트폴리오 성과 평가지표,통계학
결정계수를 이용한 선형혼합모형의 선택,통계학
기업규모에 따른 프리젠티즘에 대한 연구,통계학
스쿠버다이버의 라이프스타일에 따른 선택속성이 만족도 및 행동의도에 미치는 영향,통계학
기계 번역과 자연어처리를 활용한 튜터링 활동 분석,통계학
학습경로 생성을 위한 잠재된 학습 콘셉트의 선후관계 분석,통계학
독립변수의 로그 변환에서 영    값의 처리 방법,통계학
qr분해를 사용한 rhadoop의 맵리듀스 기반 다중선형회귀모형 추정 알고리즘,통계학
연속형 분포의 표본 분위수 계산 방법에 관한 고찰,통계학
오류 라벨을 포함한 분류모형의 강건성 모의실험연구,통계학
투자주의 환기종목 지정제도에 대한 연구,통계학
도시공원 면적이 유아 행복감에 미치는 영향에 대한 인과관계 연구,통계학
항만 개발과 운영이 미치는 사회적 영향에 관한 연구,통계학
중기예보를 이용한 태양광 일사량 예측 연구,통계학
토픽모델링과 ergm에 기반한 디지털 신기술에 대한 트위터 데이터의 키워드 분석,통계학
인자의 불확정성을 반영한 인자점수 추출 및 인자점수 회귀모형에의 응용,통계학
실질적 동등성에 근거한 유전자변형 벼의 안전성 평가,통계학
인과 포레스트를 이용한 벤처기업 사회적 활동의 매출액에 대한 효과 분석,통계학
국제물류주선업의 혁신요인과 혁신이 성과에 미치는 영향,통계학
직무과부하가 직무스트레스와 조직불공정성 및 반생산적과업행동에 미치는 영향,통계학
임상 간호사의 연명의료중단에 대한 태도와 역할 인식이 간호 소진에 미치는 영향,통계학
자궁경부암 진단 여성의 삶의 질 영향요인,통계학
온라인 배드민턴 레슨컨텐츠 이용동기가 인지된 유용성  수용태도 및 온라인 구전에 미치는 영향,통계학
상사의 꼰대평가 우려가 피드백 회피 행동에 미치는 영향 상사의 인상관리 동기의 조절된 매개효과,통계학
원점이 이동한 비대칭 변동성 모형의 제안 및 응용,통계학
차분한 시계열의 단순이동평균을 이용하여 조각별 선형 추세 모형을 추정하는 방법에 대한 연구,통계학
rssi 데이터 기반 머신러닝 실내 측위 연구,통계학
토픽모델링을 이용한 자율주행 연구 동향 분석,통계학
전자의무기록 데이터와 머신러닝 기법을 활용한 중환자실 사망 예측모델 개발,통계학
    신고 건수에 영향을 미치는 주요 변수 분석,통계학
토픽모델링과 시계열 분석을 활용한 국내외 독과점 산업 연구 동향 분석,통계학
경제정책 불확실성이 장단기 국채 수익률에 미치는 영향 분석,통계학
범주 불균형 금융 문제의 해결을 위한 부스팅 학습,통계학
간호대학생 대상 시뮬레이션 실습교육의 효과에 대한 체계적 문헌고찰 및 메타분석,통계학
임상간호사의 임종간호수행에 미치는 영향요인,통계학
낙상 경험  낙상 두려움  낙상 두려움으로 인한 활동제약이 노쇠에 미치는 영향,통계학
토픽 모델을 활용한 지역 글로벌 컨퍼런스에 대한 참여자 만족도 분석,통계학
