titles,category
한국 h 서예 동아리에서의 문화 간 교류와 문화 적응  중국 유학생의 관찰과 체험,예술체육
혼합현실 mixed reality  mr 에 기반한 디자인 수업 사례연구  인간과 기술의 상호작용 중심으로,예술체육
중학교 미술수업에서 사회정의 실천을 위한 사회공헌 디자인  philanthropy design  프로젝트 실행연구,예술체육
지속가능발전교육 실천을 위한 미술과 수업 프로그램 개발,예술체육
디지털 전환 시대 미술과에서 디지털 리터러시 교육을 위한 프레임워크 제안,예술체육
unesco ai competency framework for teachers      의 미술교육적 함의,예술체육
우울을 경험하는 시각예술인의 심리적 안녕감을 위한 미술치료 질적 사례 연구,예술체육
경사면 인지 트레이닝에 따른 퍼팅 수행력 비교,예술체육
성취기준 교육개혁에 관한 미 초등체육 교원들의 인식 고찰,예술체육
스위스 볼을 이용한 교각운동과 힙 쓰러스트 운동이 체간과 하지 근육의 근 활성도에 미치는 영향,예술체육
대학생에게 적용한 피트니스 운동이 신체조성  체력  신체적 자기효능감 및 스트레스에 미치는 효과,예술체육
스트레스 인지율에 따른 신체활동 비교 연구,예술체육
웨이트트레이닝과 스피닝 운동이 중년 여성의 자아존중감 및 삶의 질에 미치는 차이 분석,예술체육
prevalence of and factors associated with trauma surgeons  referral and patients  willingness to acupuncture treatment after traumatic rib fractures  a single center cross sectional study,복합학
symptom improvements and adverse effects with reishi mushroom use  a cross sectional survey of cancer patients,복합학
acupuncture in the emergency department  acuity   results from a bravenet multi center feasibility randomized controlled trial,복합학
a deeper understanding of acupoints  are superficial landmarks enough ,복합학
examining social networking sites users  benefits using the delone and mclean information system success model,복합학
effectiveness and safety of acupuncture for carpal tunnel syndrome  an overview of systematic reviews and meta analyses,복합학
extended inductive miner to discover semantic annotated process model  a variability based approach,복합학
acupuncture treatment is associated with a decreased risk of dementia in patients with rheumatoid arthritis in taiwan  a propensity score matched cohort study,복합학
from crisis to transformation  lessons learned and recommendations for lis graduate programs in thailand post pandemic,복합학
reducing parkinson s disease incidence in patients with insomnia through acupuncture  a cohort study,복합학
long term follow up of the treatment for severe covid    with qigong exercise and acupressure  a randomized controlled trial,복합학
bridging bytes and behaviors  unraveling the multifaceted interplay of technology and employee dynamics over time through text mining and systematic literature review,복합학
clinical research on the effectiveness and safety of uchasingihwan for low back pain with radiculopathy caused by herniated intervertebral disc of the lumbar spine  a multicenter  randomized  controlled equivalence trial,복합학
단어 명명 과제에서 나타난 빈도 효과 단어처리 인지모형 분석,복합학
혼성강화학습 모형을 이용한 금전적 상황과 비금전적 상황에서의 신뢰 학습의 차이,복합학
마스크 착용 미착용 얼굴에 대한 정서탐지 비교,복합학
한국형 trpg 개발 연구   설화학당 을 사례로,복합학
컨텍스트  전환 주체 기반 ar vr 장면 전환 분석,복합학
게임의 역학적 기능에 따른 창작과 표절의 차연 연구   게임 펠 월드 pal world  사례를 중심으로  ,복합학
e스포츠 환경에서의 공유멘탈모델 연구  리그 오브 레전드 대회 참가 대학생을 중심으로,복합학
시민과학에서의 ai 활용 가능성과 한계,복합학
ai 시대에도 참여는 필요한가   참여형 ai 에 대한 논의를 중심으로,복합학
라투르의 구성주의와 해킹의 실험적 실재론,복합학
시민과학 기반 ai 거버넌스에 대하여,복합학
이질적 연구주체 간의 갈등과 협력적 연구개발을 위한 조건들  주민공감 지역문제 해결사업의 사례,복합학
연구노트에서의 기술이전  kaist 인공위성연구센터 우리별  호 개발 사례           ,복합학
medical cannabis  from research breakthroughs to shifting public perceptions and ensuring safe use,복합학
the efficacy and safety of acupuncture in the treatment of sudden sensorineural hearing loss  a systematic review and meta analysis,복합학
causal relationship between information perception and preventive behaviors of covid    among working age people in bangkok and metropolitan area  thailand,복합학
acupuncture for acute ischemic stroke  a systematic review and meta analysis of randomized controlled trials,복합학
the impact of socio demographic characteristics on amulet collectors  information seeking behaviours,복합학
non pharmacological interventions of traditional chinese medicine in treating polycystic ovary syndrome  a group consensus,복합학
effect of electroacupuncture on internal carotid artery blood flow in patients undergoing laparoscopic gallbladder surgery  a randomized clinical trial,복합학
herbal extract  cervus elaphus linnaeus  angelica gigas nakai  and astragalus membranaceus bunge  ameliorates chronic fatigue  a randomized  placebo controlled  double blind trial,복합학
물질성과 함께 배우기  신유물론과 응답의 페다고지,복합학
지역문제 해결을 위한 연구개발의 실험과 과제  제주지역 부패 감귤 자원화 과정을 중심으로,복합학
인공지능 아실로마 회의와 기술결정론의 축적,복합학
논문상 심사평,복합학
adhd 아동의 주의집중력 개선을 위한 vr 명상 프로그램 설계,복합학
한자 합성어의 재인에서 두음 표기의 처리  표기법과 개인차의 영향,복합학
 드래곤빌리지 컬렉션 을 중심으로 한 수집형 게임의 소비 형태 전환   과시에서 미학으로,복합학
llm과 fsm을 활용한 숨겨진 대화를 통한 상호작용이 가능한 npc 제작 및 활용 방안 연구,복합학
urban vibrancy and air pollution  avoidance behaviour and the built environment,복합학
rigidness of planning law causing fragile grounds for crafting planning tools  neoliberal power and ideology immersed on urban space,복합학
텍스트 분석을 통한 전동킥보드 교통안전교육 프로그램 개발  addie모형을 기반으로 ,복합학
차량용 임베디드 컴퓨팅 환경 내 졸음운전 감지를 위한  d cnn 모델 검증 및 예측 시간 평가,복합학
다변화된 시간 집계단위 및 동적 교통류 특성을 고려한 안전성능함수 개발 연구,복합학
투기 종목 생활체육인의 의사결정균형과 운동지속의도 간의 상대적 영향력,복합학
텍스트마이닝을 활용한 도심항공교통 uam  인식 분석 연구,복합학
중국 영남     지역 광서장족자치구         의 전통무술 장권    에 관한 연구,복합학
태권도 전공 대학생들의 긍정심리자본과 진로결정 자기효능감의 관계에서 셀프리더십의 조절효과,복합학
태권도공연의 가치혁신과 블루오션의 성공 전략 분석   태양의 서커스 사례를 중심으로,복합학
고등학교 태권도 선수들이 지각하는 지도자의 자율성지지  마음챙김 및 정신력의 관계  종목에 따른 조절효과,복합학
태권도 공연전공자의 교수 학생 교환관계의 질이 직업존중감 및 취업자신감에 미치는 영향,복합학
도로교통법 기반 자율주행차 평가 open 시나리오 제작 가이드라인 개발 연구,복합학
저속 후미추돌 교통사고의 탑승자 상해 예측 모형 개발,복합학
충격량을 고려한 고원식 횡단보도 적정규격 산정,복합학
안전 효과가 고려된 비대칭 통행비용함수와 균형 배정문제의 수렴 연구,복합학
communicating particulate matter risk  the effects of empoweredness and trust in government information on protective behaviour,복합학
impact of social trust on young adults  childbearing intention  why does south korea show ultra low fertility ,복합학
still prefer  but not that much  the premium of subway access on house prices during the covid    pandemic period,복합학
the promotion of shanghai s position and function in the global container shipping network,복합학
framework for hourly demand forecasting of bike sharing stations  case study of the four main gate areas in seoul,복합학
enabling infrastructure  seeing infrastructure as the urban commons,복합학
대한연무관 운영 주체의 변화 과정에 관한    고찰       년     년을 중심으로,복합학
문화콘텐츠 원형으로서의 호랑이 사냥과 조선 특수부대 착호군에 관한 연구,복합학
태권도 품새 종목 경기화   년에 관한 연구,복합학
태권도 경기 종목별 감각조직 및 평형전략 비교,복합학
태권도 품새 선수의 운동열정과 운동정서 및 운동수행만족의 관계,복합학
태권도 선수들이 인식하는 진로 불안이 운동 만족과 운동지속의도에 미치는 영향,복합학
태권도장의 서비스스케이프와 vab모델의 관계   호혜성 지각의 매개효과를 중심으로,복합학
무예 도  도장 지도자 관점에서 바라본 아동 수련생 학부모의 교육 참여유형 탐색,복합학
서문  ai  시민 참여와 거버넌스,복합학
논문상 소감문,복합학
임상실습에서 간호대학생의 환자 공감 경험  포커스 그룹 면담을 중심으로,복합학
여성창업가의 전략적 여성성 연출 유형에 관한 귀납적 에스노그라피 연구,복합학
델파이 조사와 계층구조분석을 이용한 창업역량 개념의 체계적 분석,복합학
new moip 기반 임무지향형 국가연구개발사업 활성화를 위한 정책 연구,복합학
유아용품 브랜드 유형에 따른 제품의 소비가치가 태도 및 구매의도에 미치는 영향  양면적 소비자를 중심으로,복합학
k wesi  위크시그널 자동탐지와 성장예측을 위한 시스템,복합학
실감형 가상 캠퍼스 투어 콘텐츠 개발  지방 대학 홍보를 중심으로,복합학
sw 공급망 보안을 위한 제로트러스트 모델의 적용 방안,복합학
지역 사회재난 피해저감을 위한 컨설팅 세부항목 설정에 관한 연구,복합학
지역 사회재난 위험분석 방법 제안,복합학
부산지역 ai 산업 생태계 조성을 위한 논문 및 특허 기반 기술 마이닝,복합학
uav 활용 분야  응용 기술  정책 연구 동향 심층 탐색   텍스트 마이닝 기법을 중심으로,복합학
불확실성 단서 인식이 미세플라스틱 정책수용에 미치는 영향  정부 신뢰와 문화적 세계관의 조절효과 중심,복합학
영화  바비 barbie  에 나타난 캐릭터 이미지 분석  로라 멀비의 응시 이론을 중심으로,복합학
영화  라라랜드 의 음악 활용 방식과 내러티브의 관계에 대한 연구   디제틱 음악과 유도동기를 중심으로,복합학
중국 애니메이션을 통한 전통 신화의 혁신적 발전에 관한 연구   신신방  양전         을 중심으로 ,복합학
이스포츠 내러티브  게임  리그오브레전드 를 중심으로,복합학
디지털 경제 배경하 문화 산업 고품질 발전 연구  중국 영화 산업의 실증적 증거,복합학
광고의 정보성과 주목성이 호기심에 미치는 영향에 있어서 인스타툰의 역할,복합학
공동주택 리모델링 사업의 단계별 의사결정요인 연구   전문가 유형별 및 수도권 비수도권 비교 중심으로  ,복합학
mz세대 어머니 소비자의 아동복 디자인 선호도 분석,복합학
의료기관의 경영효율성에 관한 연구  코로나 전후 기간을 중심으로,복합학
공공참여 도시재생사업의 사업추진 특성에 관한 연구,복합학
패션 상품 기획 프로세스를 위한 생성형 ai 리터러시 제안   패션 디자인 창작 프로세스를 중심으로  ,복합학
예측비용이 친환경 제품 구매행동에 미치는 영향에 관한 연구  계획된 행동이론을 중심으로,복합학
역량중심 교육과정 운영에 대한 유아교사들의 인식 연구,복합학
