titles,category
인간 전립선 암세포에서 dna 손상  세포주기 교란  세포 사멸 유도 및 침윤성 억제를 통한 베툴린산의 항암 활성,기타자연과학
모자반과 모자반 유산균 발효물의 비타민 k 분석 및 항산화와 항염 효능,기타자연과학
비식생 갯벌 표층에서 탄소 저장률 산정 및 영향인자 분석   함평만과 순천만,기타자연과학
항생제 오염관리를 위한 인공습지의 연구동향  계량서지학 분석 및 종합검토,기타자연과학
vhi의 모니터링 성능 개선 및 기상학적 요인 변화에 따른 식생 반응의 정량적 평가,기타자연과학
기후변화 대응과 관련된 습지 활용사례 및 정책 개선방향,기타자연과학
동진강 일대 생태계교란 식물 양미역취 solidago altissima 의 고밀도 군락 내 중장비를 활용한 제거 효과,기타자연과학
금강수계 유기물질 분포 및 거동 특성 연구,기타자연과학
점봉산 산지 수계의 저서성 대형무척추동물 분포 특성 및 강우가 군집에 미치는 영향 연구,기타자연과학
고흥군 산지습지에서의 탄소 저장 및 플럭스의 계절 공간적 변화 연구,기타자연과학
섬유여재 여과장치에 의한 건설사업장 흙탕물 처리에 관한 연구,기타자연과학
국내 피트 치유자원의 활용 및 기준에 관한 연구,기타자연과학
호랑이콩 껍질 추출물의 피부 과다색소침착에 미치는 영향,기타자연과학
사람의 다양한 암세포주 및 정상세포주에서 메트포르민에 대한 다른 세포 독성 효과,기타자연과학
미강 발효물 nk의 면역 증강 활성에 영향을 주는 제조공정,기타자연과학
 t  l  지방전구세포에서 갯완두의 지방축적 억제 효과,기타자연과학
치주질환에서 porphyromonas gingivalis의 역할,기타자연과학
커피 찌꺼기 오일을 이용한 medium chain length polyhydroxylalkanoate생합성,기타자연과학
꿀벌 유충에서 분리된 fructobacillus fructosus f 의 프로바이오틱스 특성 분석,기타자연과학
glutamine 대사항암제의 개발과 전망,기타자연과학
google earth engine 기반 랜덤 포레스트 알고리즘을 활용한다중 센서 위성영상 분류  국토위성영상의 적용,기타자연과학
sentinel   영상 기반 자동 지상기준점 추출 방법을 이용한 농림위성영상 정사영상 생성,기타자연과학
performance comparison of water body detection from sentinel   sar and sentinel   optical imagery using attention u net model,기타자연과학
uav 및 열적외선 센서 관측을 통한 폭염저감시설의 시 공간적 비교 분석   장유무계지구 쿨루프를 대상으로  ,기타자연과학
optimal hyperparameter analysis of segment anything model for building extraction using kompsat    a images,기타자연과학
딥러닝 기법을 이용한 연안 양식 시설 탐지의 정확도 평가,기타자연과학
동아시아 지역의 토지 유형에 따른 식생 지수의 계절적 변동성 및 온실가스와의 상관성 분석,기타자연과학
초소형 위성과 연계한 딥러닝 수계 및 침수 지역 탐지 활용성 평가  planetscope 위성 영상과 hrnet 모형,기타자연과학
sentinel  과 sentienl   영상을 이용한 저수지 수면적 추정,기타자연과학
evaluation of surface reflectance and vegetation indices measured by sentinel   satellite using drone considering crop type and surface heterogeneity,기타자연과학
a comprehensive review of remote sensing for water related disaster management in south korea  focus on floods and droughts,기타자연과학
automated updates of coordinates of ground control points through tiepoints from multiple satellite images,기타자연과학
application of goci to the estimate of habitat for mackerel in the south korea exclusive economic zone,기타자연과학
alos   간섭기법을 통해 발견된 동남극 vostok 빙저호 부근의 활성 빙저호,기타자연과학
study on automated forest change detection using medium  resolution satellites  the case study of dogyemyeon  samcheok city,기타자연과학
드론 시계열 영상 기반 노지 배추의 생육 및 수분 스트레스 진단,기타자연과학
소규모 농지에 대해 sam을 활용한 무인기영상의 필지 기반 작물분류,기타자연과학
정규화 적설지수의 대기보정 영향 분석  토지피복별 ndsi 변화 및 적설탐지 특성,기타자연과학
satellite based coral reef habitat mapping in weno island using water column corrected high spatial resolution image,기타자연과학
sentinel  를 이용한 한반도 식생지수 변이의 추세 분석 및 가시화 색상체계 정의,기타자연과학
토지피복 분류를 위한 멀티 모달 모델의 활용 가능성 평가,기타자연과학
current status of satellite development and application,기타자연과학
history  status  and prospects of remote sensing in the field of meteorological satellite in korea,기타자연과학
progress in current research and applications of the geostationary ocean color imager series  goci and goci ii   a bibliometric analysis,기타자연과학
pioneering air quality monitoring over east and southeast asia with the geostationary environment monitoring spectrometer  gems ,기타자연과학
history  status  and prospects of remote sensing in agriculture in republic of korea,기타자연과학
advancement and applications of forest remote sensing in korea  past  present  and future perspectives,기타자연과학
national disaster management and monitoring using satellite remote sensing and geo information,기타자연과학
geological remote sensing of korea,기타자연과학
four decades of polar research in remote sensing  a comprehensive review,기타자연과학
national spatial data policy and remote sensing  technological advancements  policy implications  and future prospects,기타자연과학
history  status  and prospects of remote sensing in korea,기타자연과학
구취균 porphyromonas gingivalis에 대한 황칠나무 잎 추출물과 수액 발효물의 항균 효과,기타자연과학
ros 생성의 저해와 pi k akt 신호계의 불활성화를 통한 산초나무 잎의 메탄올 추출물의 지방세포 분화 억제,기타자연과학
mc t  e  세포에서 최종당산화물에 의한 세포와 미토콘드리아 손상  조골세포 분화능  조골 및 파골 활동성 변화에 미치는 후코이단의 효과,기타자연과학
enhancing microbial resilience  the role of adaptive laboratory evolution in industrial biotechnology,기타자연과학
prohibitin  와 근위축성 측삭 경화증 원인 단백질인 kinesin superfamily protein  a의 결합,기타자연과학
distribution survey of babesia and assessment of tick borne diseases in jeju  republic of korea,기타자연과학
synergistic effects of combined protac based ezh  degrader and mettl  inhibitor in burkitt s lymphoma,기타자연과학
고정시간과 온도에 따른 조직 슬라이드의 염색성 및 dna 보존성 연구,기타자연과학
우리나라 전 후기 노인 손상환자 특성분석       퇴원손상통계          년  자료를 중심으로,기타자연과학
경동맥이중초음파검사에서 관찰된 자발에코대조,기타자연과학
경두개 도플러 초음파 검사 지침서,기타자연과학
보건연구사 공중보건 직류  응시자격에 임상병리학 임상검사과학  추가와 관련된 기초조사,기타자연과학
fludarabine ameliorates lupus nephritis by inhibiting t cell infiltration through stat  in r    induced mice models,기타자연과학
경두개 초음파를 이용한 좌우단락검사 시 blood 사용 유무와 환자 자세에 따른 실증적 결과 비교,기타자연과학
한국인    명을 대상으로 한 hla a 및 hla dr 대립유전자 빈도 및 일배체형 연관성에 대한 종합적 분석,기타자연과학
우리나라 성인에서 가정 실내공기질과 난청 사이의 관계  국민건강영양조사          ,기타자연과학
간호보건계열과 비보건계열 대학생들의 의료용 방사선피폭과 방사선조사식품의 인식에 관한 연구,기타자연과학
enhancement of protein aggregate clearance in huntington s disease model via crispr dcas  activation of nagk and reln genes,기타자연과학
benzene으로 유도한 골수독성에 대한 참당귀 추출물과 커피 생두 추출물의 예방효과 연구,기타자연과학
protaetia brevitarsis seulensis larvae 장내 유래 bacillus velezensis f     의 프로바이오틱스 특성 분석,기타자연과학
natural quercetin derivatives  structures and biological activities based on enzyme inhibition,기타자연과학
tir 촉매반응에 의해 생성된 소분자들의 식물면역반응에서의 역할,기타자연과학
effects of high dose intravenous vitamin c on colorectal cancer recurrence  the retrospective study by medical records for    years,기타자연과학
effect of the application of vibration foam rollers before and after resistance exercise on blood muscle injury markers and muscle stiffness,기타자연과학
clinical validation of a mobile based acr  urine albumin to creatinine ratio  test kit  comparative analysis with benchtop devices,기타자연과학
the impact of mothers  smartphone use  ehealth literacy  maternal role performance confidence  and online social support on health promotion behavior for infants and toddlers,기타자연과학
influence of depression and subjective health status on covid    vaccine acceptance  based on the      community health survey,기타자연과학
nurses  experiences with the use of electronic nursing record  a qualitative study,기타자연과학
bacillus amyloliquefaciens jfp   의 다양한 배양조건에서 어류 질병세균에 대한 항균 활성 효과s,기타자연과학
green synthesis of nanoceria and the mechanism behind their antibacterial activity,기타자연과학
시판 한식간장 염도와 간장 미생물 다양성 및 바이오제닉 아민 농도와의 상관관계,기타자연과학
흑생강 추출물의 chon     세포에서의 il   로 유도된 염증과 mmps 발현 억제 효과,기타자연과학
유전적 특성과 농업형질의 비교분석을 통한 유전자 교정 벼의 안전성 평가,기타자연과학
beta cyclodextrin과 lysine을 이용한 가용화 커큐민 생체 이용률 및 경구 흡수율 개선 확인 실험,기타자연과학
미세플라스틱에 의한 세포 노화 유도의 최근 연구 동향,기타자연과학
수체 추출을 위한 geo sam 기법의 응용  국토위성영상 적용 실험,기타자연과학
딥러닝 기반 윤곽정보 추출자를 활용한 rpc 보정 기술 적용성 분석,기타자연과학
내륙습지 총량관리제도의 고찰 및 도입 방안 제안,기타자연과학
아파트 공용공간의 실내녹화 도입에 대한 입주민과 관리자 측면의 인식 조사 연구,지구과학
서울과 부산지역의 기후변화 오존 연관성 연구  수도권과의 비교연구 v ,지구과학
중국 생활폐기물 사례로 살펴본 개발도상국과 신흥국의 소각 처리를 이용한 폐기물 에너지화 wte 에 따른 경제성 평가,지구과학
국립수목원 내 방문생물 곤충 조류 의 방문 목적 연구,지구과학
아산지역의 금개구리 대체서식지 모니터링 및 환경요인 분석,지구과학
국가 신재생에너지 정책시나리오 기반 전환부문 온실가스 감축기여도 분석,지구과학
seasonal variations of water temperature and salinity in the vicinity of the nakdong river estuary,지구과학
낙동강 하구 인근 해저 표층 퇴적물의 지화학 조성  화학적 풍화와 기원지,지구과학
estimations of river discharge of the congo and orinoco basins using gravity based remote sensing technique,지구과학
중학교 학생들의 대기압 방향에 대한 개념 변화,지구과학
초등학생들의 지질학적 시간 개념에 대한 인식 연구  퇴적암 형성 과정을 중심으로,지구과학
한반도 연안 해역에서의 sentinel  a b slstr 피층 해수면온도 검증,지구과학
기후모형 cmip   해면수온의 북서태평양 음의 오차와 계절 차이,지구과학
영주댐 건설이후 댐내 퇴적물 오염도 변화,지구과학
육묘기 저온 처리가  설향  딸기의 화아분화 감응과 과실 수량에 미치는 영향,지구과학
대나무 저온 피해의 현황과 원인,지구과학
경남 동부지역 초등학교 학교숲의 식생 특성,지구과학
금속 도핑된 탄소나노튜브 필터의 전기화학적 특성평가,지구과학
an exploratory study for modeling an environmental footprint assessment,지구과학
곤충에 대한 소비자 인식 및 태도,지구과학
enhancing data accessibility and usability  insights from observation data at the ieodo ocean research station            ,지구과학
long term changes in deep ocean currents between ulleung island and dok island in the east sea from      to     ,지구과학
낙동강권역 동해안 하천의 어류 다양성,지구과학
무인항공기 영상을 활용한 야외 식재지 병해충 예찰 및 안전관리모니터링,지구과학
딥러닝 기반 정지궤도 환경위성 황사 탐지 데이터셋,지구과학
백두대간보호지역의 외래식물 분포 현황,지구과학
고창군 생물상 출현 현황,지구과학
a dataset for species distribution modelling of mangroves in vietnam  based on the national forest inventory monitoring,지구과학
갯벌 표층 퇴적물의 입도  물성 및 유기물 특성 연구      년  월 천수만 황도 갯벌 데이터셋,지구과학
  sr 및        pu의 퇴적층 오염이 해양생물 먹이망을 통한 전이에 미치는 장기적 영향  물리 퇴적환경 요소 민감도 평가,지구과학
수중 촬영 영상 기반 해양치유 vr 힐링콘텐츠 제작 방법,지구과학
균근균을 활용한 구상나무 abies koreana e h wilson  유묘의 생육 증진 효과,지구과학
eco friendly photocatalytic transformation of greenhouse gas co  into precious ch  fuel via cu deposited black tio  under simulated sunlight irradiation,지구과학
transforming apple pomace into valuable resources  upcycling for carbon reduction and circular resource utilization,지구과학
엽록소 형광 분석을 활용한 착색기 감귤의 고온 스트레스 평가,지구과학
방사성 핵종 cs 처리된 토양에 유기물 함량이 배추의 생육에 미치는 영향,지구과학
녹산국가산단의 대기질 개선 및 관리방안  휘발성유기화합물질 위주로,지구과학
침전 및 부상 공정에서 pac 응집제 종류별 po     이온 제거 효율 비교,지구과학
지구과학 데이터 활용 프로젝트 학습이 중학생의 지식정보 처리 역량 및 의사소통과 협업 역량에 미치는 영향,지구과학
기상 데이터 분석 과정에서 나타나는 오류의 유형과 맥락 탐색,지구과학
슈퍼블루문 기사 내용분석을 통한 과학 커뮤니케이션의 중요성 및 개선방향 연구,지구과학
지구과학교육을 위한  활동적 고유한 가치  제안  eratosthenes 지구 크기 측정을 중심으로,지구과학
데이터 시각화 역량 관점에서      개정 수학 과학 교육과정의 성취기준 분석,지구과학
초등학교  학년을 위한 디지털 활용 천문우주 steam 프로그램의 효과 분석,지구과학
초등 예비교사가 평가 문항 제작 시 주목하는 것은 무엇인가   날씨와 우리 생활 단원을 중심으로,지구과학
numerical simulation of quasi spherical  supersonic accretion flows   code and tests,지구과학
soil moisture retrieval method utilizing gps ground reflection signals,지구과학
preliminary study on black ice detection using gps ground reflection signals,지구과학
prediction performance of ocean temperature and salinity in global seasonal forecast system version    glosea   on argo float data,지구과학
geoacoustic model of erosional shelf ridges in the mid eastern yellow sea,지구과학
지구과학 데이터 활용 프로젝트 학습이 중학생의 지식정보 처리 역량 및 의사소통과 협업 역량에 미치는 영향,지구과학
초등학교  학년을 위한 디지털 활용 천문우주 steam 프로그램의 효과 분석,지구과학
초등 예비교사가 평가 문항 제작 시 주목하는 것은 무엇인가   날씨와 우리 생활 단원을 중심으로,지구과학
galaxy galaxy interaction plays a minor role in the variation of the fir radio correlation of star forming galaxies,지구과학
electrical and hydraulic characteristics of an alluvial bed under the influence of pumping and rainfall,지구과학
descriptive characteristics of systematic functional gestures used by pre service earth science teachers in classroom learning environments,지구과학
배치 플라워가 반려견의 스트레스 감소에 미치는 효과,지구과학
utilization of city biodiversity index for biodiversity education to improve the urban environment,지구과학
유튜브 영상을 통해 본 강릉 경포지구의 여행 특성 분석,지구과학
efficacy of light and odor barriers in controlling insect pest evasion by modulating light and gas environments,지구과학
남해 서부 연안해역의 난류 확산 특성,지구과학
synoptic scale meteorological clustering analysis of volcanic ash inflow into the korean peninsula following the eruption of mt  baekdu,지구과학
꾸지뽕나무 자생지의 생육환경과 식생구조,지구과학
reviewing the assessment of optimal yield of groundwater in korea,지구과학
항공 초분광 영상과 sam 기법을 이용한 백화현상 탐지  서해 도서 지역을 중심으로 ,지구과학
swmm 기반 srtm dem을 활용한 강우 유출 모의 가능성 평가,지구과학
주요 수간곡선식 비교에 따른 남부지역 곰솔 수간재적표 개발,지구과학
계곡부의 하상 특성이 수문 인자에 미치는 민감도 분석,지구과학
금강유역 신규조성습지의 환경 특성이 동물플랑크톤 군집 구조에 미치는 영향,지구과학
environmental influences on spad values in prunus mume trees  a comparative study of leaf position and photosynthetic efficiency across different light conditions,지구과학
전기차 배터리 소모량 분석모형 개발 및 실증,지구과학
utilization of satellite technologies for agriculture,지구과학
대형 해양관측부이 관측 현황과 해양 모니터링,지구과학
상용 iot 센서를 활용한 안벽 접안 이벤트 모니터링 기술 개발,지구과학
특정도서의 외래식물 분포 현황,지구과학
정제된 gedi level  a 데이터베이스 구축  경기도 지역을 중심으로,지구과학
생태 자연도  등급 권역 내 지형의 공간분포 현황,지구과학
항공 초분광 원격탐사 실험 기반 선박 스펙트럼 분석 및 탐지,지구과학
충남 서부지역의 선형구조와 단층지형,지구과학
집단적 pck 관점에서 학생들의 지구과학 개념 이해에 대한 질적메타 분석  온실 효과  지구 온난화  기후변화 개념을 중심으로,지구과학
인공위성 rgb 영상 기반 중등학교 교과서태풍 풍속 산출 및 데이터 시각화 프로그램 개발,지구과학
북서태평양 장기 고해상도 지역해양 재분석 자료 생산 및해양기후변화 진단,지구과학
충남 태안군 신두리 대조차 해빈에 나타나는 다중사주의계절별 지형변화 특성,지구과학
지구과학 예비교사들의 컴퓨팅 사고에 대한 인식 탐색,지구과학
동해안과 남해안 일대 하구습지 내 생태계교란 생물 분포 현황,지구과학
순천동천의 수변공간 데이터 기반 횡적연속성 평가,지구과학
effect of co  supply on lettuce growth,지구과학
국립공원 내 자생하는 고산 및 아고산식물의 분포 특성과 다양성,지구과학
친환경 옥상 도시농업 활성화를 위한 배식모형에 따른 가지 solanum melongena 와 메리골드 tagetes erecta  식재효과,지구과학
gps tag를 이용한 하늘다람쥐의 행동권 연구,지구과학
국토계획과 환경계획 수립과정의 통합적 연동체계에 대한 연구,지구과학
토지이용도와 초기 기상 입력 자료의 선택에 따른 지상 기온 예측 정확도 비교 연구,지구과학
산림조성을 기반으로 한 기업의 생물다양성 보전 활동 분석  kt g의 사례를 중심으로,지구과학
effect of artificial light source on the growth and quality of lettuce,지구과학
토마토 수경재배에서 플라즈마를 이용한 시들음병균 fusarium oxysporum f  sp   불활성화,지구과학
effects of plant essential oils on physiological changes,지구과학
the effects of artificial light sources on lettuce seedling vigor and growth,지구과학
광주지역 미세먼지 pm     중 중금속 농도분포 및 위해성 평가,지구과학
알루미늄 주조과정에서 배출되는 입자상물질의 물리 화학적 특성,지구과학
테크놀로지 활용 과학 수업에서 분산인지 이론 기반 수업 전략의 개발 및 타당화,지구과학
일조 모델과 측정을 통한 도시 지역 건물의 일조 시간과 표면 온도 분석,지질학
지표환경에서 리튬 동위원소 분별,지질학
수자원의 보존과 활용을 넘어 전지구 물순환 연구를 위한 새로운 도전,지질학
    년 케냐 홍수에 대한 기후학적 분석 및 미래전망,지질학
광양만 용존 희토류 원소의 농도 분포,지질학
강 유량의 계절적 변화를 나타내는 통계 모델 개발,지질학
 차원 확산 해석해를 통한 저투수성 매체의 만곡도 추정 연구,지질학
 행매층의 새로운 정의와 이의 지질학적 중요성 에 대한 반론,지질학
박채원 외        지질학회지                행매층에 대한 새로운 정의와 이의 지질학적 중요성 의 반론에 대한 회답,지질학
형산강의 수리지화학 특성,지질학
자철석 가루 투입량이 페놀 폐수의 혐기성 소화에 미치는 영향 평가,지질학
남극 로스해 대륙대 퇴적물의 대자율 이방성 연구  고수류 변화 복원에 대한 적용 가능성 평가,지질학
강 연안 해양 환경 내 유기탄소 질소의 공간적 기원 변동 특성,지질학
스트론티아나이트에 의한 방해석 치환 예비연구,지질학
network science approaches for analyzing regional interactions of sea surface temperature,지질학
water vapor retrievals from the ground based direct sun measurements based on the spectral langley method,지질학
시계열 동위원소 변동성을 통한 인위적 영향 분석과 지표수 평균체류시간의 추정,지질학
 지질학회지 의 연구주제와 동향 분석  lda 모델과 네트워크 분석을 중심으로,지질학
천연수소의 잠재적 근원암인 초고철질 사문암  암체의 국내 분포와 특징 고찰,지질학
textural and mineralogical characteristics of sediments originated from salt domes in the northern part of the hormuz strait,지질학
groundwater productivity analysis with geology in the geumgang river region  korea,지질학
use of discharge variability  aquifer memory effect  and recession curve analysis in several springs to characterize karst aquifers in the tropical area,지질학
he ar isotopic signatures of the mesozoic granitoids in south korea  implications for genesis of the granitic magma and crustal evolution in ne continental margin of the eurasian plate,지질학
integration of fuzzyahp and machine learning algorithms for climate driven gully erosion susceptibility mapping  predicting future trends in the eastern lateritic region  west bengal  india,지질학
deep learning algorithms based landslide vulnerability modeling in highly landslide prone areas of tamil nadu  india,지질학
analysis of watershed terrestrial water storage anomalies by bi lstm with x    time series prediction combined model,지질학
interpretation of geometry of greenstone belts and nature of fluid pathways for gold deposits using strain and vorticity analyses of shear zone   insights from ramagiri penakacherla transcratonic shear zone system,지질학
study and application of wide azimuth seismic anisotropy analysis and correction in shale reservoir in gulong sag  songliao basin  china,지질학
effects of tidal variation characteristics on analysis results in coastal pumping test,지질학
first evidence of magmatic ni cu sulfides and hydrothermal zn mineralization in jumun island  central western korean peninsula,지질학
fabrication methods of multi mineralic fault gouge analogues using a high energy ball mill,지질학
applications of paleomagnetism and rock magnetism in understanding volcanic processes and timescales  perspectives to korean volcanological research,지질학
dynamic analysis of soil erosion and sediment yield engrossment involving rainfall  land use and land cover impacts using gis based rusle   sdr modeling  southern western ghats river basin of kerala  india,지질학
new evidence of late quaternary earthquake surface rupturing along the gongju fault  central korea,지질학
한국대지 xrd 실험자료 대상 k 평균 군집화 모델 적용성 분석,지질학
딥러닝 기반 지하수위 예측 모델 개발에 있어 데이터 부족 문제 해결을 위한 전이학습의 응용,지질학
비소 오염토양의 효과적 정화를 위한 열수합성 마그네슘알루미늄 이중층수산화물 왕겨 하이드로차 나노복합체의 형성 및 이화학적 특성에 미치는 에이징 효과 규명,지질학
광물자원 탐사를 위한 지구화학적 접근,지질학
geochemical characterisation of magnesian intrusives within high grade migmatite gneiss terrain  insight from plutons around iwo area  southwest nigeria,지질학
도심 습지의 생태계 서비스와 탄소 흡수 평가  대전 갑천습지 사례 연구,지질학
editorial  special issue on  advances in active tectonics in korea  multidisciplinary approaches to understanding faulting and volcanism ,지질학
multi scale analysis and paleoseismic investigations along the geumwang fault  an example of integrated approach in paleoseismology in slow tectonic region,지질학
multi archive record of late quaternary paleoseismicity along the surface projection of the      pohang earthquake seismogenic fault  se korea,지질학
deformation microstructures of fault rocks from the northern yangsan fault  se korea  implications for coseismic and aseismic behavior,지질학
application of electrical resistivity surveys to detect buried active fault  a case study of the southern yangsan fault  korea,지질학
the hupo basin  a neotectonic piggyback basin on the eastern korean margin,지질학
segmentation geometry of strike slip fault systems in slow deforming regions  a proposed method and case study of the yangsan fault  south korea,지질학
age and relative uplift of marine terraces controlled by fault activities along the eastern coast of korea,지질학
reexamination of the magma plumbing system of the suwolbong tuff ring  jeju island  korea  based on a refined componentry analysis,지질학
implication of nari caldera structure of ulleung island from a   d resistivity model using magnetotellurics,지질학
revisiting geochemical perspectives on degassing of the subcontinental lithospheric mantle,지질학
prospects of utilizing the korean satellite program for geological disaster detection and analysis,지질학
integrated passive and active seismic profiling for detection of buried faults  a case study at the north end of the miryang fault in the geoncheon valley  southeastern korean peninsula,지질학
morphology and development of volcanic hummock structures at the jimibong horseshoe scoria cone  jeju island  south korea,지질학
a comparative study of different radiometric dating techniques applied to quaternary volcanic rocks from jeju island  south korea,지질학
data and early results from temporary seismic arrays for monitoring and investigating magmatic processes beneath mt  halla and ulleung island volcanoes  south korea,지질학
physical conditions for basaltic volcanism beneath the jeju volcanic field and the geodynamic implications,지질학
인공위성 원격탐사 기반 메탄 배출 모니터링 기술 현황,지질학
폐광산 지반안정성 조사용 시추주상도의 분류 및 데이터베이스화를 위한 딥러닝 및 광학문자인식 기술의 적용,지질학
공극 규모 반응성 운송 모델링의 연산 효율 향상을 위한 지화학 반응 대리 인공신경망 모형 개발,지질학
denoising laplace domain seismic wavefields using deep learning,지질학
지질과학 분야 한국어 대규모 언어 모델 개발,지질학
활석  질석  해포석  사문석 등 석면함유 가능성이 있는 광물 함유 제품의 석면 분석 및 광물학적 특성,지질학
몽골 울란바토르 복드칸 궁전 및 초이진 라마사원 벽돌과 기와의 재료학적 특성 및 고고과학적 의미,지질학
경북 동해안 지질공원 호미반도 둘레길  선바우 하선대 일대의 화산 및 퇴적 활동사,지질학
제주도 성산일출봉의 다단계 화산분출,지질학
교통 잡음으로부터 표면파 추출을 위한 지진파 간섭법의 비교,지질학
exploring microbial diversity in south korean caves through shotgun sequencing  contrasting dry and wet environments  swabbing versus sediment sampling,지질학
제주도 머체의 지질특성,지질학
microplastics entry routes into humans  possible health effects  laws  and policies  a review,지질학
박채원 외       지질학회지              의  행매층에 대한 새로운 정의와 이의 지질학적 중요성 에 대한 비평,지질학
포항분지 내 저탁류성 이암과 반원양성 이암의 차이점  psg   시추공의 퇴적상  대자율이방성  총유기탄소 함량 분석 결과,지질학
남한의 판운동과 지각변형에 대한 소고,지질학
박채원 외       지질학회지               행매층에 대한 새로운 정의와 이의 지질학적 중요성 의 비평에 대한 답변,지질학
황철석내 미량원소 분포 및 형태  연 아연 광상의 탐사에 대한 적용,지질학
아이슬란드 순드누쿠르 sundhn kur 에서          년 발생한 틈새 분화의 전조현상과 화산활동,지질학
효과적인 쇄설성 모나자이트 분리법,지질학
현무암질 용암류 내에서 가스 파이프 성장에 따른 원위치 분화작용,지질학
seismic anisotropies of the yugu peridotites  gyeonggi massif  south korea  and their seismic implications in mantle shear zones,지질학
a comparative study of  d numerical simulations using vector and potential methods for extending  d modeling of planetary evolution,지질학
simultaneously leaching of copper and manganese from low grade ore from boleo mine by bacterial sulfur oxidation,지질학
무인항공 초분광 영상을 기반으로 한 고도에 따른 퇴적물 함수율 탐지 고찰,지질학
중력장 및 자기장 해석에 따른 풍암분지 일원 금왕단층의 지구조적인 변위,지질학
고준위방사성폐기물 심층처분 부지 수리 지질 안전 규제를 위한 국내 지질환경 수리 특성 평가,지질학
유기  무기 및 미생물학적 안정화제가 비소 및 중금속의 벼 전이에 미치는 영향,지질학
국내 천연기념물 현무암체들의 형성시기와 암석학적 특징,지질학
the role of organic matter in gold occurrence  insights from western mecsek uranium ore deposit,지질학
고준위방사성폐기물 지층처분 암종 평가를 위한 경상분지 진주층 예비연구  암상 및 광물학적 특성을 중심으로,지질학
국내 천연석재 산업의 수급 동향과 지역별 유통분석,지질학
geochronology and geochemistry of the polyphase mafic rocks in the north liaohe group  jiao liao ji belt  north china craton  implications for petrogenesis and tectonic evolution,지질학
geochemistry and geochronology of the ordovician qianhe metabasalt in northwest china  implications for the northern boundary of qinling orogenic belt in heavily loess covered regions,지질학
spatial distribution and origin of soil co  in andeok area  jeju,지질학
complex fault geometry and slip distribution of      mw     menyuan  china  earthquake from joint inversion of gnss and insar observations,지질학
monitoring activity in mount melbourne  antarctica  by multi temporal sar interferometry based on the icops algorithm,지질학
고흥반도 유주산 칼데라 주변 화성암류의 shrimp u pb 연대측정과 칼데라 함몰 및 소생 시기,지질학
행매층에 대한 새로운 정의와 이의 지질학적 중요성,지질학
국내 외 지질공원 관리 현황  유네스코 세계지질공원 보유국을 중심으로,지질학
강원도 북부 동해안 연안류에 의해 운반되는 석영입자표면미세조직의 변화,지질학
경기도 안산시 하부 백악기 탄도층에서 산출된 신조반류 지골 화석,지질학
화천화강암 추곡령암체의 저어콘 u pb 연대 및 성인에 대한 지화학적 연구,지질학
